GHGRP ID,Landfill ID,Landfill Name,State,City,County,Ownership Type,Landfill Owner Organization(s),Waste in Place (tons),Waste in Place Year,LFG Collection System In Place?,LFG Collected (mmscfd),LFG Flared (mmscfd),Project ID,Current Project Status,Project Name,Project Start Date,Project Type Category,LFG Energy Project Type,RNG Delivery Method,LFG Use Details,Actual MW Generation,Rated MW Capacity,LFG Flow to Project (mmscfd),End User(s),Project Developer(s),Project Owner(s),Product Supplier(s),Self-Developed,Current Year Emission Reductions (MMTCO2e/yr) - Direct,Current Year Emission Reductions (MMTCO2e/yr) - Avoided
1004200,941,Cape May County MUA Secure Landfill,NJ,Woodbine,Cape May,Public,"Cape May County Municipal Utilities Authority, NJ","6,604,158",2022,Yes,0.922,0.472,1012-0,Operational,Project #1,1/1/1998,Direct,Boiler,,"1.25 mile underground pipeline conveys LFG to boilers, steam used for heating & hot water in the winter and to create coolant in the summer, displaces use of 1 mil gal No. 4 fuel oil annually",,,0.432,Woodbine Developmental Center,"Biogas Energy Solutions, LLC","Cape May County Municipal Utilities Authority, NJ",,No,0.0424,0.0037
1004200,941,Cape May County MUA Secure Landfill,NJ,Woodbine,Cape May,Public,"Cape May County Municipal Utilities Authority, NJ","6,604,158",2022,Yes,0.922,0.472,180779-0,Shutdown,Project #2,4/20/2007,Electricity,Cogeneration,,"(2) 150 kW Waukesha rich burn engines, heat for maintenance facility & offices",0.3,0.3,0.173,"Cape May County Municipal Utilities Authority, NJ; PJM Interconnection, LLC","Cape May County Municipal Utilities Authority, NJ","Cape May County Municipal Utilities Authority, NJ",General Electric - Distributed Power,Yes,0.0000,0.0000
1004200,941,Cape May County MUA Secure Landfill,NJ,Woodbine,Cape May,Public,"Cape May County Municipal Utilities Authority, NJ","6,604,158",2022,Yes,0.922,0.472,180779-1,Shutdown,"Project #2, Expansion #1",6/18/2008,Electricity,Cogeneration,,"(1) Waukesha rich burn engine, heat for maintenance facility & offices",0.15,0.15,0.086,"PJM Interconnection, LLC","Cape May County Municipal Utilities Authority, NJ","Cape May County Municipal Utilities Authority, NJ",General Electric - Distributed Power,Yes,0.0000,0.0000
1004200,941,Cape May County MUA Secure Landfill,NJ,Woodbine,Cape May,Public,"Cape May County Municipal Utilities Authority, NJ","6,604,158",2022,Yes,0.922,0.472,180779-2,Operational,"Project #2, Expansion #2",10/22/2013,Electricity,Reciprocating Engine,,"(3) 1065-kW Jenbacher engines (Model JMS-320) / electrical generators (only 2 run at a time), heat exchangers are installed but not yet operational",0.54,2.13,0.296,"PJM Interconnection, LLC","Cape May County Municipal Utilities Authority, NJ","Cape May County Municipal Utilities Authority, NJ",,Yes,0.0273,0.0026
1002702,942,Cumberland County SWC,NJ,Millville,Cumberland,Public,"Cumberland County Improvement Authority, NJ","7,002,323",2022,Yes,1.329,0.049,1013-0,Operational,Project #1,11/1/2008,Electricity,Reciprocating Engine,,(3) 1.6-MW Caterpillar 3520 engines,2.87,4.8,1.58,"PJM Interconnection, LLC",PPL Corporation,Energy Power Partners,"Caterpillar, Inc.",Yes,0.1452,0.0139
1002702,942,Cumberland County SWC,NJ,Millville,Cumberland,Public,"Cumberland County Improvement Authority, NJ","7,002,323",2022,Yes,1.329,0.049,1013-1,Operational,"Project #1, Expansion #1",1/1/2021,Electricity,Cogeneration,,"Engine exhaust (900 deg F) goes to Heartland Concentrator (CoVAP) to evaporate leachate, engine jacket water (200 deg F) used to heat bio tanks that feed the evaporator",0,,,"Cumberland County Improvement Authority, NJ",Energy Power Partners,,"Heartland Water Technology, Inc",No,0.0000,0.0000
1006390,20803,Edgeboro LF,NJ,East Brunswick,Middlesex,Private,"Edgeboro International, Inc.","17,640,000",1994,Yes,1.324,0.238,181100-0,Shutdown,Combination Project,7/1/2011,Electricity,Reciprocating Engine,,(6) Caterpillar 3520 engines at Cinnamon Bay Power Plant; LFG fuel treatment system and oxidation catalysts,6.64,9.6,3.08,"PJM Interconnection, LLC",NERC Renewable,,"Caterpillar, Inc.",No,0.0000,0.0000
1006390,20803,Edgeboro LF,NJ,East Brunswick,Middlesex,Private,"Edgeboro International, Inc.","17,640,000",1994,Yes,1.324,0.238,181100-1,Shutdown,"Combination Project, De-Expansion #1",1/1/2015,Electricity,Reciprocating Engine,,(6) Caterpillar 3520 engines at Cinnamon Bay Power Plant; LFG fuel treatment system and oxidation catalysts,4.24,9.6,2.03,"PJM Interconnection, LLC",NERC Renewable,,"Caterpillar, Inc.",No,0.0000,0.0000
1006390,20803,Edgeboro LF,NJ,East Brunswick,Middlesex,Private,"Edgeboro International, Inc.","17,640,000",1994,Yes,1.324,0.238,181100-2,Operational,"Combination Project, De-Expansion #2",1/1/2020,Electricity,Reciprocating Engine,,(6) Caterpillar 3520 engines at Cinnamon Bay Power Plant; LFG fuel treatment system and oxidation catalysts,1.97,9.6,1.25,"PJM Interconnection, LLC",NERC Renewable,,"Caterpillar, Inc.",No,0.0299,0.0029
,946,Edison Township SLF,NJ,Edison,Middlesex,Public,Edison Township,"2,500,000",,Yes,,,1016-0,Operational,Combination Project,1/1/2001,Electricity,Combined Cycle,,Waste heat from two 5 MW Solar turbine generators feeds a steam electric generator,20,22.5,7.56,Public Service Electric & Gas Company (PSE&G),National Energy Resource Corporation (NERC),,Solar Turbines Incorporated,No,0.3373,0.0324
,958,Industrial Land Reclaiming (ILR) LF,NJ,Edison,Middlesex,Private,Industrial Land Reclaiming,"4,302,213",,Yes,,,1016-0,Operational,Combination Project,1/1/2001,Electricity,Combined Cycle,,Waste heat from two 5 MW Solar turbine generators feeds a steam electric generator,20,22.5,7.56,Public Service Electric & Gas Company (PSE&G),National Energy Resource Corporation (NERC),,Solar Turbines Incorporated,No,0.3373,0.0324
1007298,945,Middlesex County LF,NJ,East Brunswick,Middlesex,Public,"Middlesex County Utilities Authority, NJ","17,250,222",2022,Yes,6.644,0.758,1016-0,Operational,Combination Project,1/1/2001,Electricity,Combined Cycle,,Waste heat from two 5 MW Solar turbine generators feeds a steam electric generator,20,22.5,7.56,Public Service Electric & Gas Company (PSE&G),National Energy Resource Corporation (NERC),,Solar Turbines Incorporated,No,0.3374,0.0324
1007298,945,Middlesex County LF,NJ,East Brunswick,Middlesex,Public,"Middlesex County Utilities Authority, NJ","17,250,222",2022,Yes,6.644,0.758,181100-0,Shutdown,Combination Project,7/1/2011,Electricity,Reciprocating Engine,,(6) Caterpillar 3520 engines at Cinnamon Bay Power Plant; LFG fuel treatment system and oxidation catalysts,6.64,9.6,3.08,"PJM Interconnection, LLC",NERC Renewable,,"Caterpillar, Inc.",No,0.0000,0.0000
1007298,945,Middlesex County LF,NJ,East Brunswick,Middlesex,Public,"Middlesex County Utilities Authority, NJ","17,250,222",2022,Yes,6.644,0.758,181100-1,Shutdown,"Combination Project, De-Expansion #1",1/1/2015,Electricity,Reciprocating Engine,,(6) Caterpillar 3520 engines at Cinnamon Bay Power Plant; LFG fuel treatment system and oxidation catalysts,4.24,9.6,2.03,"PJM Interconnection, LLC",NERC Renewable,,"Caterpillar, Inc.",No,0.0000,0.0000
1007298,945,Middlesex County LF,NJ,East Brunswick,Middlesex,Public,"Middlesex County Utilities Authority, NJ","17,250,222",2022,Yes,6.644,0.758,181100-2,Operational,"Combination Project, De-Expansion #2",1/1/2020,Electricity,Reciprocating Engine,,(6) Caterpillar 3520 engines at Cinnamon Bay Power Plant; LFG fuel treatment system and oxidation catalysts,1.97,9.6,1.25,"PJM Interconnection, LLC",NERC Renewable,,"Caterpillar, Inc.",No,0.0698,0.0067
1002667,951,Ocean County LF,NJ,Manchester,Ocean,Private,Ocean County Landfill Corp.,"21,564,513",2022,Yes,6.898,1.489,1022-0,Operational,Project #1,2/1/1997,Electricity,Reciprocating Engine,,(6) Caterpillar 3516 800-kW reciprocating engines,4.48,4.8,2.65,Jersey Central Power & Light (JCP&L),"Aria Energy, LLC",Energy Power Partners,"Caterpillar, Inc.",No,0.2267,0.0218
1002667,951,Ocean County LF,NJ,Manchester,Ocean,Private,Ocean County Landfill Corp.,"21,564,513",2022,Yes,6.898,1.489,1022-1,Operational,"Project #1, Expansion #1",4/3/2007,Electricity,Reciprocating Engine,,"(6) Caterpillar 1,600-kW 3520s",4.71,9.6,2.79,Public Service Electric & Gas Company (PSE&G),"Aria Energy, LLC",Energy Power Partners,"Caterpillar, Inc.",No,0.2383,0.0229
1000429,952,Pennsauken SLF,NJ,Pennsauken,Camden,Public,"Pollution Control Financing Authority of Camden County, NJ","6,978,041",2022,Yes,0.288,0,1023-0,Shutdown,Project #1,12/31/2004,Electricity,Reciprocating Engine,,(3) 925 kW Caterpillar 3516 engines,1.89,2.775,1.11,Aluminum Shapes,PPL Corporation,Energy Power Partners,"Caterpillar, Inc.",No,0.0000,0.0000
1000429,952,Pennsauken SLF,NJ,Pennsauken,Camden,Public,"Pollution Control Financing Authority of Camden County, NJ","6,978,041",2022,Yes,0.288,0,1023-1,Operational,"Project  #1, De-Expansion #1",1/1/2011,Electricity,Reciprocating Engine,,(2) 925-kW Caterpillar 3516 engines,0.96,1.85,0.57,Aluminum Shapes,PPL Corporation,Energy Power Partners,"Caterpillar, Inc.",No,0.0486,0.0047
1007261,948,Salem County SLF,NJ,Alloway,Salem,Public,"Salem County Improvement Authority, NJ","3,298,967",2022,Yes,0.779,0.714,180976-0,Operational,Project #2,10/17/2010,Direct,Direct Thermal,,"~20 cfm LFG fuels glass blowing at college, heats to 2,300 deg, offsets propane use; daily LFG use varies per engine & student fuel needs; also fuels 2 pipe warmers & a ""garage"" (keeps piece of glass just warm enough for later use)",,,0.003,Samuel H. Jones Glass Education Center (GEC),"DCO Energy, LLC; Marina Energy",,,No,0.0003,0.0000
1003362,10480,Camino Real Landfill,NM,Sunland Park,Dona Ana,Private,Waste Connections Inc. - Central Region,"16,447,042",2022,Yes,1.864,0.913,180900-0,Operational,Project #1,3/1/2008,Electricity,Reciprocating Engine,,"Originally (1) Caterpillar engine operating, (1) in standby mode; standby engine began operating in 2018",1.76,3.2,0.89,El Paso Electric (TX),Four Peaks Energy,Four Peaks Energy,"Caterpillar, Inc.",No,0.0891,0.0086
1004341,2062,Cerro Colorado LF,NM,Albuquerque,Bernalillo,Public,"City of Albuquerque, EHD, NM","16,362,528",2022,Yes,1.24,0.931,180105-0,Operational,Project #1,6/13/2013,Direct,Boiler,,"2-mile pipeline to 3 boilers at county detention center to heat water, part of system pumping the methane is solar-powered",,,0.25,Bernalillo County Metropolitan Detention Center,,,,Unknown,0.0245,0.0022
1004352,930,Apex Regional LF,NV,Las Vegas,Clark,Private,"Republic Services, Inc.","80,704,773",2022,Yes,3.509,0.139,1000-0,Operational,Project #1,5/1/2012,Electricity,Gas Turbine,,"(2) Solar Taurus 60 combustion turbine generators with SCR and inlet air chilling; biogas conditioning system (standard, high-pressure, 2-vessel regenerable gas conditioning skid & carbon polishing skid) removes NMOCs, siloxanes, and moisture",4.33,12,3.37,NV Energy,CC Landfill Energy,"Republic Services, Inc.",Solar Turbines Incorporated,No,0.2191,0.0210
1003260,931,Lockwood Regional LF,NV,Sparks,Storey,Private,WM,"47,296,688",2022,Yes,3.901,2.694,1001-0,Operational,Project #1,4/9/2012,Electricity,Reciprocating Engine,,"(2) 20-cylinder, 1,605-hp Caterpillar engines",2.31,3.2,1.21,NV Energy,"WM Renewable Energy, LLC",WM Nevada Renewable Energy,"Caterpillar, Inc.",Yes,0.1169,0.0112
1006276,985,Albany Landfill,NY,Albany,Albany,Public,"City of Albany, NY","9,933,953",2022,Yes,2.329,2.203,1057-0,Operational,Project #1,1/1/1998,Electricity,Reciprocating Engine,,(2) 950-kW engines,1.5,1.9,0.82,Niagara Mohawk Power Corporation,,Fortistar Methane Group,,No,0.0759,0.0073
1006276,985,Albany Landfill,NY,Albany,Albany,Public,"City of Albany, NY","9,933,953",2022,Yes,2.329,2.203,1057-1,Operational,"Project #1, Expansion #1",12/1/2008,Electricity,Reciprocating Engine,,(1) 950-kW engine,0.85,0.95,0.45,Niagara Mohawk Power Corporation,Fortistar Methane Group,Fortistar Methane Group,,No,0.0430,0.0041
1006276,985,Albany Landfill,NY,Albany,Albany,Public,"City of Albany, NY","9,933,953",2022,Yes,2.329,2.203,1057-2,Operational,"Project #1, Expansion #2",5/15/2013,Electricity,Reciprocating Engine,,(2) Caterpillar 3520 engine-generators,0.8,3.2,0.4,"Village of Solvay, NY",Fortistar Methane Group,Fortistar Methane Group,"Caterpillar, Inc.",No,0.0405,0.0039
1003033,10700,Ava Landfill,NY,Boonville,Oneida,Public,"Oneida-Herkimer Solid Waste Authority, NY","5,014,759",2022,Yes,3.325,1.736,180924-0,Operational,Project #1,5/1/2012,Electricity,Reciprocating Engine,,(1) CAT 3520 initially,1.52,1.6,0.795,Constellation,"WM Renewable Energy, LLC",,"Caterpillar, Inc.",No,0.0769,0.0074
1003033,10700,Ava Landfill,NY,Boonville,Oneida,Public,"Oneida-Herkimer Solid Waste Authority, NY","5,014,759",2022,Yes,3.325,1.736,180924-1,Operational,"Project #1, Expansion #1",5/1/2013,Electricity,Reciprocating Engine,,(1) CAT 3560,1.52,1.6,0.795,Constellation,"WM Renewable Energy, LLC",,"Caterpillar, Inc.",No,0.0769,0.0074
1006196,980,Brookhaven LF,NY,Yaphank,Suffolk,Public,"Town of Brookhaven, NY","8,100,000",,Yes,0.468,,1052-0,Shutdown,Project #1,12/1/1982,Electricity,Reciprocating Engine,,"(4) Deutz lean-burn, 4 stroke spark ignition engines (rated at 1,330 kW each; use 450 cfm each) were installed in 1997 to replace original (4) Caterpillar engines damaged in a fire in 1995",5.32,5.32,2.592,Brookhaven Landfill Energy Corporation; Long Island Power Authority,Wehran Energy Corporation,,DEUTZ Power Systems GmbH & Co KG,No,0.0000,0.0000
1006196,980,Brookhaven LF,NY,Yaphank,Suffolk,Public,"Town of Brookhaven, NY","8,100,000",,Yes,0.468,,1052-1,Operational,"Project #1, De-Expansion #1",1/1/2010,Electricity,Reciprocating Engine,,,0.8,,0.432,Long Island Power Authority,Wehran Energy Corporation,,DEUTZ Power Systems GmbH & Co KG,No,0.0405,0.0039
1002436,996,Broome County Landfill,NY,Binghamton,Broome,Public,"Broome County, NY","9,219,358",2022,Yes,1.744,0.124,1068-0,Shutdown,Project #1,3/13/2004,Electricity,Reciprocating Engine,,(2) Caterpillar 399 SITA engines/generators [engines 1 and 2],0.9,1.3,0.72,New York State Electric & Gas Corporation (NYSEG),Meridian Resources,,"Caterpillar, Inc.",No,0.0000,0.0000
1002436,996,Broome County Landfill,NY,Binghamton,Broome,Public,"Broome County, NY","9,219,358",2022,Yes,1.744,0.124,1068-1,Shutdown,"Project #1, Expansion #1",1/1/2007,Electricity,Reciprocating Engine,,(1) Caterpillar 398 SITA engine/generator added [engine 3],0.5,,,New York State Electric & Gas Corporation (NYSEG),Meridian Resources,,"Caterpillar, Inc.",No,0.0000,0.0000
1002436,996,Broome County Landfill,NY,Binghamton,Broome,Public,"Broome County, NY","9,219,358",2022,Yes,1.744,0.124,1068-2,Operational,"Project #1, Expansion #2",1/1/2008,Electricity,Reciprocating Engine,,(1) Caterpillar 3516 engine/generator added [engine 4],0.5,0.8,0.306,New York State Electric & Gas Corporation (NYSEG),,,"Caterpillar, Inc.",Unknown,0.0253,0.0024
1002436,996,Broome County Landfill,NY,Binghamton,Broome,Public,"Broome County, NY","9,219,358",2022,Yes,1.744,0.124,1068-3,Operational,"Project #1, Expansion #3",1/1/2010,Electricity,Reciprocating Engine,,(1) Caterpillar 3516 engine added [engine 4B],0.5,0.8,0.306,New York State Electric & Gas Corporation (NYSEG),,,"Caterpillar, Inc.",Unknown,0.0253,0.0024
1002436,996,Broome County Landfill,NY,Binghamton,Broome,Public,"Broome County, NY","9,219,358",2022,Yes,1.744,0.124,1068-4,Operational,"Project #1, Expansion #4",1/1/2012,Electricity,Reciprocating Engine,,(1) Caterpillar 3516 engine added [engine 4C],0.5,0.8,0.306,New York State Electric & Gas Corporation (NYSEG),,,"Caterpillar, Inc.",Unknown,0.0253,0.0024
1002436,996,Broome County Landfill,NY,Binghamton,Broome,Public,"Broome County, NY","9,219,358",2022,Yes,1.744,0.124,1068-5,Operational,"Project #1, Expansion #5",1/1/2013,Electricity,Reciprocating Engine,,(2) Caterpillar 3516 engines added [engines 5 and 6],1,1.6,0.612,Consolidated Edison Company of New York (CECONY),,,"Caterpillar, Inc.",Unknown,0.0506,0.0049
1007617,987,Chaffee LF,NY,Chaffee,Erie,Private,WM,"15,070,785",2022,Yes,2.984,0.001,1059-0,Operational,Project #1,8/1/2007,Electricity,Reciprocating Engine,,(6) Caterpillar 3516 engines,3.98,4.8,2.24,Constellation,"WM Renewable Energy, LLC","WM Renewable Energy, LLC","Caterpillar, Inc.",Yes,0.2014,0.0193
1007617,987,Chaffee LF,NY,Chaffee,Erie,Private,WM,"15,070,785",2022,Yes,2.984,0.001,1059-1,Operational,"Project #1, Expansion #1",8/1/2009,Electricity,Reciprocating Engine,,(2) Caterpillar 3516 engines,1.33,1.6,0.75,Constellation,"WM Renewable Energy, LLC","WM Renewable Energy, LLC","Caterpillar, Inc.",Yes,0.0673,0.0065
1005488,990,Chautauqua County Landfill,NY,Jamestown,Chautauqua,Public,"Chautauqua County, NY","8,539,463",2022,Yes,2.039,0,201322-0,Operational,Project #3,6/12/2022,Renewable Natural Gas,Vehicle Fuel,Pipeline Injection,"expected output of 500,000 MMBtu/yr; 3-mile pipeline to connect to Little Valley Gathering System",,,,Trillium,Chautauqua Green Energy LLC,Chautauqua Green Energy LLC,,No,0.0000,0.0000
1005259,999,Clinton County Regional Landfill,NY,Morrisonville,Clinton,Public,"Clinton County, NY","6,062,520",2022,Yes,2.86,0,1071-0,Operational,Project #1,10/21/2008,Electricity,Reciprocating Engine,,(4) Caterpillar 3520s,6.1,6.4,2.86,New York State Electric & Gas Corporation (NYSEG),"Casella Waste Systems, Inc.; Innovative Energy Systems, LLC","Casella Waste Systems, Inc.","Caterpillar, Inc.",Yes,0.3087,0.0296
1004057,989,DANC Solid Waste Management Facility,NY,Rodman,Jefferson,Public,Development Authority of the North Country (DANC),"7,171,404",2022,Yes,1.563,0.022,1061-0,Operational,Project #1 & Expansion #1,10/7/2008,Electricity,Reciprocating Engine,,"originally (3) engines in 2008 plus (1) Caterpillar G3520 engine installed in 2012, siloxane removal system",3.17,6.4,1.55,Niagara Mohawk Power Corporation,"Aria Energy, LLC; Innovative Energy Systems, LLC","Archaea Energy, LLC","Caterpillar, Inc.",No,0.1604,0.0154
1003031,10900,Franklin County Regional Landfill,NY,Constable,Franklin,Public,County of Franklin Solid Waste Management Authority,"2,343,522",2022,Yes,0.123,0.022,180936-0,Operational,Project #1,1/1/2008,Direct,Direct Thermal,,infrared heaters use LFG during cold months,,,0.072,Franklin County Regional Landfill,,,,Yes,0.0071,0.0006
1004894,984,Fulton County LF,NY,Johnstown,Fulton,Public,"Fulton County, NY","3,504,009",2022,Yes,0.948,0,1056-0,Operational,Project #1,6/4/2010,Electricity,Reciprocating Engine,,(2) Caterpillar G3520 engines,1.88,3.2,0.948,National Grid,"Innovative Energy Systems, LLC","Archaea Energy, LLC","Caterpillar, Inc.",No,0.0951,0.0091
1007648,972,High Acres LF and Recycling Center,NY,Fairport,Monroe,Private,WM,"27,941,530",2022,Yes,10.033,5.726,1043-0,Operational,Project #1,1/1/1991,Electricity,Reciprocating Engine,,(4) Caterpillar 3516 engines,2.94,3.2,1.51,Constellation,Bio Energy Partners,"WM Renewable Energy, LLC","Caterpillar, Inc.",No,0.1488,0.0143
1007648,972,High Acres LF and Recycling Center,NY,Fairport,Monroe,Private,WM,"27,941,530",2022,Yes,10.033,5.726,1043-1,Operational,"Project #1, Expansion #1",3/1/2008,Electricity,Reciprocating Engine,,(4) Caterpillar 3520s,5.44,6.4,2.8,Constellation,"WM Renewable Energy, LLC","WM Renewable Energy, LLC","Caterpillar, Inc.",Yes,0.2753,0.0264
1005258,1997,Hyland LF,NY,Angelica,Allegany,Private,"Casella Waste Systems, Inc.","8,169,162",2022,Yes,3.832,1.146,167082-0,Operational,Project #1,8/28/2008,Electricity,Reciprocating Engine,,(3) Caterpillar G3520 engines,4.42,4.8,2.686,New York State Electric & Gas Corporation (NYSEG),"Casella Waste Systems, Inc.; Innovative Energy Systems, LLC","Casella Waste Systems, Inc.","Caterpillar, Inc.",No,0.2237,0.0215
1002951,992,Mill Seat LF,NY,Bergen,Monroe,Public,"Monroe County, NY","16,101,162",2022,Yes,5.14,1.978,1064-0,Operational,Project #1,7/1/2007,Electricity,Reciprocating Engine,,(6) Caterpillar 3516 engines initially,4.4,4.8,2.37,Constellation,"WM Renewable Energy, LLC","WM Renewable Energy, LLC","Caterpillar, Inc.",Yes,0.2227,0.0214
1002951,992,Mill Seat LF,NY,Bergen,Monroe,Public,"Monroe County, NY","16,101,162",2022,Yes,5.14,1.978,1064-1,Operational,"Project #1, Expansion #1",1/1/2009,Electricity,Reciprocating Engine,,(2) Caterpillar 3516 generators,1.46,1.6,0.79,Constellation,"WM Renewable Energy, LLC","WM Renewable Energy, LLC","Caterpillar, Inc.",Yes,0.0739,0.0071
1003732,993,Modern Landfill Inc,NY,Youngstown,Niagara,Private,"Modern Disposal Services, Inc","24,230,396",2022,Yes,3.83,0,1065-0,Shutdown,Project #1,6/1/2001,Electricity,Cogeneration,,(7) Caterpillar G3516 engines; heat captured from jacket water and engine exhaust is used for operations at a 12-acre hydroponic greenhouse for growing tomatoes,5.6,5.6,3.3,H2Gro Greenhouses; Niagara Mohawk Power Corporation,"Aria Energy, LLC; Model City Energy, LLC","Archaea Energy, LLC; Model City Energy, LLC","Caterpillar, Inc.",No,0.0000,0.0000
1003732,993,Modern Landfill Inc,NY,Youngstown,Niagara,Private,"Modern Disposal Services, Inc","24,230,396",2022,Yes,3.83,0,1065-1,Shutdown,"Project #1, Expansion #1",2/9/2006,Electricity,Cogeneration,,(4) Caterpillar 3520 engines; heat captured from jacket water and engine exhaust is used for operations at a 12-acre hydroponic greenhouse for growing tomatoes,6.4,6.4,3.1,H2Gro Greenhouses; Niagara Mohawk Power Corporation,"Aria Energy, LLC; Modern Innovative Energy, LLC","Archaea Energy, LLC; Modern Innovative Energy, LLC","Caterpillar, Inc.",No,0.0000,0.0000
1003732,993,Modern Landfill Inc,NY,Youngstown,Niagara,Private,"Modern Disposal Services, Inc","24,230,396",2022,Yes,3.83,0,1065-2,Operational,"Project #1, De-Expansion #1",7/1/2016,Electricity,Reciprocating Engine,,(3) Caterpillar 3520 engines,3.96,4.8,1.884,H2Gro Greenhouses; Niagara Mohawk Power Corporation,"Aria Energy, LLC; Modern Innovative Energy, LLC","Archaea Energy, LLC; Modern Innovative Energy, LLC","Caterpillar, Inc.",No,0.2004,0.0192
1003732,993,Modern Landfill Inc,NY,Youngstown,Niagara,Private,"Modern Disposal Services, Inc","24,230,396",2022,Yes,3.83,0,1065-3,Operational,"Project #1, De-Expansion #2",12/1/2017,Electricity,Reciprocating Engine,,(7) Caterpillar G3516 engines,3.55,5.6,1.946,H2Gro Greenhouses; Niagara Mohawk Power Corporation,"Aria Energy, LLC; Model City Energy, LLC","Archaea Energy, LLC; Model City Energy, LLC","Caterpillar, Inc.",No,0.1796,0.0172
1005257,1006,Ontario County SLF,NY,Stanley,Ontario,Public,"Ontario County, NY","19,022,335",2022,Yes,7.17,2.021,1078-0,Operational,Project #1,10/15/2003,Electricity,Reciprocating Engine,,"(4) Caterpillar G3516 16-cylinder internal combustion engines driving four generators to produce about 3.2 MW, engines run 24/7, unique glycol washing & filtering system",2.71,3.2,1.471,New York State Electric & Gas Corporation (NYSEG),"Aria Energy, LLC; Innovative Energy Systems, LLC","Archaea Energy, LLC","Caterpillar, Inc.",No,0.1371,0.0132
1005257,1006,Ontario County SLF,NY,Stanley,Ontario,Public,"Ontario County, NY","19,022,335",2022,Yes,7.17,2.021,1078-1,Operational,"Project #1, Expansion #1",6/29/2005,Electricity,Reciprocating Engine,,"(3) Caterpillar G3516 engines run 24/7, unique glycol washing & filtering system",2.03,2.4,1.103,New York State Electric & Gas Corporation (NYSEG),"Aria Energy, LLC; Innovative Energy Systems, LLC","Archaea Energy, LLC","Caterpillar, Inc.",No,0.1027,0.0099
1005257,1006,Ontario County SLF,NY,Stanley,Ontario,Public,"Ontario County, NY","19,022,335",2022,Yes,7.17,2.021,1078-2,Operational,"Project #1, Expansion #2",11/25/2010,Electricity,Reciprocating Engine,,(1) Caterpillar G3516 engine,0.68,0.8,0.368,New York State Electric & Gas Corporation (NYSEG),"Aria Energy, LLC; Innovative Energy Systems, LLC","Archaea Energy, LLC","Caterpillar, Inc.",No,0.0344,0.0033
1005257,1006,Ontario County SLF,NY,Stanley,Ontario,Public,"Ontario County, NY","19,022,335",2022,Yes,7.17,2.021,1078-3,Operational,"Project #1, Expansion #3",3/1/2013,Electricity,Reciprocating Engine,,(3) Caterpillar G3520 engines,4.06,4.8,2.207,New York State Electric & Gas Corporation (NYSEG),"Aria Energy, LLC; Innovative Energy Systems, LLC","Archaea Energy, LLC","Caterpillar, Inc.",No,0.2054,0.0197
,1027,Saratoga Springs LF,NY,Saratoga Springs,Saratoga,Public,"City of Saratoga Springs, NY","2,129,596",,Yes,,,1099-0,Operational,Project #1,1/1/1998,Electricity,Cogeneration,,"Cogeneration equipment provides electricity to run the skating rink's ice-making equipment, waste heat from the generator's engine provides heat for the building and domestic hot water",1,,,"City of Saratoga Springs, NY","City of Saratoga Springs, NY",,DEUTZ Power Systems GmbH & Co KG,Yes,0.0506,0.0049
1004042,981,Seneca Meadows SWMF,NY,Waterloo,Seneca,Private,"Waste Connections, Inc.","52,621,226",2022,Yes,15.913,1.7,1053-0,Operational,Project #1 and Expansion #1,3/1/1996,Electricity,Reciprocating Engine,,"(5) G3516 Caterpillar engines, each rated at 1,200 hp (800 kW)",3.01,4,1.468,New York State Electric & Gas Corporation (NYSEG),"Aria Energy, LLC; Innovative Energy Systems, LLC","Archaea Energy, LLC","Caterpillar, Inc.",No,0.1523,0.0146
1004042,981,Seneca Meadows SWMF,NY,Waterloo,Seneca,Private,"Waste Connections, Inc.","52,621,226",2022,Yes,15.913,1.7,1053-1,Operational,"Project #1, Expansion #2",6/1/1997,Electricity,Reciprocating Engine,,"(2) G3516 Caterpillar engines, each rated at 1,200 hp (800 kW)",1.2,1.6,0.587,New York State Electric & Gas Corporation (NYSEG),"Aria Energy, LLC; Innovative Energy Systems, LLC","Archaea Energy, LLC","Caterpillar, Inc.",No,0.0607,0.0058
1004042,981,Seneca Meadows SWMF,NY,Waterloo,Seneca,Private,"Waste Connections, Inc.","52,621,226",2022,Yes,15.913,1.7,1053-2,Operational,"Project #1, Expansion #3",6/1/1998,Electricity,Reciprocating Engine,,"(7) G3516 Caterpillar engines, each rated at 1,200 hp (800 kW)",4.21,5.6,2.055,New York State Electric & Gas Corporation (NYSEG),"Aria Energy, LLC; Innovative Energy Systems, LLC","Archaea Energy, LLC","Caterpillar, Inc.",No,0.2130,0.0205
1004042,981,Seneca Meadows SWMF,NY,Waterloo,Seneca,Private,"Waste Connections, Inc.","52,621,226",2022,Yes,15.913,1.7,1053-3,Operational,"Project #1, Expansion #4",1/18/2007,Electricity,Reciprocating Engine,,"(4) Caterpillar 3520 engines, each rated at 2233 hp",4.81,6.4,2.349,New York State Electric & Gas Corporation (NYSEG),"Aria Energy, LLC; Innovative Energy Systems, LLC","Archaea Energy, LLC","Caterpillar, Inc.",No,0.2434,0.0234
