GHGRP ID,Landfill ID,Landfill Name,State,City,County,Ownership Type,Landfill Owner Organization(s),Waste in Place (tons),Waste in Place Year,LFG Collection System In Place?,LFG Collected (mmscfd),LFG Flared (mmscfd),Project ID,Current Project Status,Project Name,Project Start Date,Project Type Category,LFG Energy Project Type,RNG Delivery Method,LFG Use Details,Actual MW Generation,Rated MW Capacity,LFG Flow to Project (mmscfd),End User(s),Project Developer(s),Project Owner(s),Product Supplier(s),Self-Developed,Current Year Emission Reductions (MMTCO2e/yr) - Direct,Current Year Emission Reductions (MMTCO2e/yr) - Avoided
1002320,232,Olinda Alpha SLF,CA,Brea,Orange,Public,"County of Orange - OC Waste & Recycling, CA","92,800,120",2022,Yes,14.069,0.912,181049-0,Operational,Project #3,6/28/2012,Electricity,Combined Cycle,,"2-train, 2-stage siloxane removal system; (4) Solar turbines each with a Rentech HRSG to capture waste exhaust heat to supply steam to a single Dresser Rand steam turbine generator for 45% project efficiency; post-combustion SCR to control N2O",23.4,32.5,10.6,Anaheim Public Utilities,Broadrock Renewables LLC,Broadrock Renewables LLC,"Air/Tak Inc.; Cameron Compression Systems; Perennial Energy, Inc.; Relevant Solutions; Solar Turbines Incorporated; Tuthill Vacuum & Blower Systems; Vilter Manufacturing LLC",No,1.1841,0.1137
1002320,232,Olinda Alpha SLF,CA,Brea,Orange,Public,"County of Orange - OC Waste & Recycling, CA","92,800,120",2022,Yes,14.069,0.912,181049-1,Operational,"Project #3, Expansion #1",1/1/2015,Electricity,Combined Cycle,,"2-train, 2-stage siloxane removal system; (4) Solar turbines each with a Rentech HRSG to capture waste exhaust heat to supply steam to a single Dresser Rand steam turbine generator for 45% project efficiency; post-combustion SCR to control N2O",4.68,,1.76,Anaheim Public Utilities,Broadrock Renewables LLC,Broadrock Renewables LLC,Solar Turbines Incorporated,No,0.2368,0.0227
,2162,"Operating Industries, Inc. LF (OII)",CA,Monterey Park,Los Angeles,Private,"Operating Industries, Inc.","29,920,000",,Yes,3.34,2.98,180235-0,Operational,Project #1,8/12/2002,Electricity,Microturbine,,6 Ingersoll-Rand microturbines rated at 70 kW each,0.42,0.42,0.36,"Operating Industries, Inc. LF (OII)","New Cure, Inc.",,,No,0.0213,0.0020
,233,Orange Avenue Disposal Inc.,CA,Fresno,Fresno,Private,Caglia Environmental,"1,000,000",2004,Yes,0.216,,291-0,Operational,Project #1,11/30/2015,Electricity,Reciprocating Engine,,"containerized 2G agenitor 206 with MAN engine, optimized for efficient operation on biogas, with a complete LFG treatment system and a special hot ambient temperature package",0.22,0.22,,Cedar Avenue Recycling and Transfer Station (CARTS),Caglia Environmental,,"2G Energy, Inc.",Yes,0.0111,0.0011
1007112,238,Ox Mountain SLF,CA,Half Moon Bay,San Mateo,Private,"Republic Services, Inc.","38,155,932",2022,Yes,10.804,1.868,296-0,Operational,Project #1,4/1/2009,Electricity,Reciprocating Engine,,"(6) GE Jenbacher 1.92-MW JGS 616 GS-LL engines in all, using GE's temperature swing adsorption (TSA)",10.58,11.4,4.768,"Alameda Municipal Power; City of Palo Alto, CA","Ameresco, Inc.",,GE Energy - Jenbacher Gas Engines; Western Energy Systems,No,0.5354,0.0514
1007345,250,Potrero Hills SLF,CA,Suisun City,Solano,Private,"Waste Connections, Inc.","22,869,490",2022,Yes,3.622,0.807,309-0,Operational,Project #1,4/30/2016,Electricity,Reciprocating Engine,,"(5) Caterpillar lean-burn 3520 engines, advanced environmental controls to reduce sulfur content prior to combustion and post-combustion catalytic reduction",7.5,8,3.13,Pacific Gas and Electric Company (PG&E),DTE Vantage,DTE Vantage,"Caterpillar, Inc.",No,0.3795,0.0364
1003199,352,Puente Hills LF,CA,Whittier,Los Angeles,Public,"Sanitation Districts of Los Angeles County, CA","142,250,454",2013,Yes,24.328,4.908,414-0,Operational,"Project #3, Steam Cycle Plant",8/8/1986,Electricity,Steam Turbine,,Conventional Rankine Cycle Steam power plant firing LFG in the plant’s boilers to produce superheated steam which is then used to drive the steam turbine/generator to generate electric power,22,50,19.42,Southern California Edison (SCE) Company,"Sanitation Districts of Los Angeles County, CA","Sanitation Districts of Los Angeles County, CA",,Yes,1.1132,0.1069
1005042,54,Recology Hay Road LF,CA,Vacaville,Solano,Private,Recology,"9,207,695",2022,Yes,2.201,1.475,110-0,Operational,Project #1,7/2/2013,Electricity,Reciprocating Engine,,(1) Caterpillar G3520C RICE generator rated at 1.6 MWe,1.48,1.6,0.726,Marin Clean Energy (MCE),"G2 Energy, LLC","G2 Energy, LLC","Caterpillar, Inc.; Perennial Energy, Inc.",No,0.0749,0.0072
1004745,1976,Recology Ostrom Road LF,CA,Wheatland,Yuba,Private,Recology,"8,801,706",2022,Yes,1.846,0.298,167060-0,Operational,Project #1,1/9/2009,Electricity,Reciprocating Engine,,(1) Caterpillar G3520C genset rated at 1.6 MWe,1.52,1.6,0.698,"Silicon Valley Power, City of Santa Clara, CA","G2 Energy, LLC","G2 Energy, LLC","Caterpillar, Inc.",No,0.0769,0.0074
1004745,1976,Recology Ostrom Road LF,CA,Wheatland,Yuba,Private,Recology,"8,801,706",2022,Yes,1.846,0.298,167060-1,Operational,"Project #1, Expansion #1",9/11/2013,Electricity,Reciprocating Engine,,(1) Caterpillar G3520C genset rated at 1.95 Mwe,1.85,1.95,0.85,Marin Clean Energy (MCE),"G2 Energy, LLC","G2 Energy, LLC","Caterpillar, Inc.",No,0.0936,0.0090
1007668,258,Redwood SLF,CA,Novato,Marin,Private,WM,"17,011,540",2022,Yes,2.845,1.502,181063-0,Operational,Project #2,9/20/2017,Electricity,Reciprocating Engine,,"(2) CAT 3520+ models at 2 MW each; engine exhaust is treated to remove CO and NOx; LFG is pre-treated to remove particulates, moisture, sulfur and siloxanes",2.54,3.9,1.35,Marin Clean Energy (MCE),"WM Renewable Energy, LLC",,"Caterpillar, Inc.",Yes,0.1285,0.0123
1006215,268,San Marcos LF,CA,San Marcos,San Diego,Public,"County of San Diego, CA","12,902,208",1997,Yes,1.51,0.391,327-0,Shutdown,Project #1,5/1/1989,Electricity,Gas Turbine,,2 recuperated gas turbines driving 933 kW generator; 2 Saturn units installed in 1988,0.95,1.48,0.9,San Diego Gas & Electric Company,"Gas Recovery Systems, LLC",Fortistar Methane Group,Solar Turbines Incorporated,No,0.0000,0.0000
1006215,268,San Marcos LF,CA,San Marcos,San Diego,Public,"County of San Diego, CA","12,902,208",1997,Yes,1.51,0.391,327-1,Operational,"Project #1, Re-Start",6/1/2011,Electricity,Reciprocating Engine,,2 Caterpillar 3516s,2,1.6,1.12,,Fortistar Methane Group,Fortistar Methane Group,"Caterpillar, Inc.",No,0.1012,0.0097
1004882,113,Santa Maria Regional Landfill,CA,Santa Maria,Santa Barbara,Public,"City of Santa Maria, CA","6,391,052",2022,Yes,1.078,0.432,169-0,Operational,Project #1 - Hospital Engine,8/15/2007,Electricity,Cogeneration,,2-mile pipeline delivers LFG to (1) GE-Jenbacher JGS320 engine at the hospital; 2nd engine was added later,0.99,1.1,0.55,Marian Medical Center,Janechek & Associates,,GE Energy - Jenbacher Gas Engines; Houston Service Industries,No,0.0501,0.0048
1004882,113,Santa Maria Regional Landfill,CA,Santa Maria,Santa Barbara,Public,"City of Santa Maria, CA","6,391,052",2022,Yes,1.078,0.432,169-1,Operational,"Project #1, Expansion #1 - Landfill Engine",9/1/2010,Electricity,Reciprocating Engine,,"(1) GE-Jenbacher Type 4 Model J420 GS-A82 RICE rated at 1.966 bhp and a 1,426 kW generator; 4-stroke, lean-burn, spark-ignited engine has an air-to-fuel ratio controller",0.17,1.4,0.097,Pacific Gas and Electric Company (PG&E),Janechek & Associates,,GE Energy - Jenbacher Gas Engines,No,0.0086,0.0008
1005782,116,Savage Canyon LF,CA,Whittier,Los Angeles,Public,"City of Whittier, CA","4,124,182",2022,Yes,0.843,0.145,172-0,Operational,Project #1,8/1/2006,Electricity,Cogeneration,,(1) Jenbacher JGS320 reciprocating engine in 2006 and another one in 2010; LFG is piped ~3 miles to hospital,1.26,2.2,0.699,PIH Health Hospital - Whittier,"J&A Whittier, LLC",,GE Energy - Jenbacher Gas Engines,No,0.0638,0.0061
1004123,1929,Sonoma County Central Disposal Site,CA,Petaluma,Sonoma,Public,"Sonoma County, CA","16,633,355",2022,Yes,2.455,0.947,166999-0,Shutdown,Project #1,3/1/1994,Electricity,Reciprocating Engine,,(4) CAT 3516 engines installed in 1993,3.2,3.2,1.38,Pacific Gas and Electric Company (PG&E),"Aria Energy, LLC","Sonoma County, CA","Caterpillar, Inc.",No,0.0000,0.0000
1004123,1929,Sonoma County Central Disposal Site,CA,Petaluma,Sonoma,Public,"Sonoma County, CA","16,633,355",2022,Yes,2.455,0.947,166999-1,Shutdown,"Project #1, Expansion #1",6/1/1996,Electricity,Reciprocating Engine,,4 CAT 3516 engines installed in 1996,3.2,3.2,1.38,Pacific Gas and Electric Company (PG&E),"Aria Energy, LLC","Sonoma County, CA","Caterpillar, Inc.",No,0.0000,0.0000
1004123,1929,Sonoma County Central Disposal Site,CA,Petaluma,Sonoma,Public,"Sonoma County, CA","16,633,355",2022,Yes,2.455,0.947,166999-2,Shutdown,"Project #1, Expansion #2",3/1/2003,Electricity,Reciprocating Engine,,2 CAT 3516 engines,1.1,1.6,0.2,Pacific Gas and Electric Company (PG&E),"Aria Energy, LLC","Sonoma County, CA","Caterpillar, Inc.",No,0.0000,0.0000
1004123,1929,Sonoma County Central Disposal Site,CA,Petaluma,Sonoma,Public,"Sonoma County, CA","16,633,355",2022,Yes,2.455,0.947,166999-3,Shutdown,"Project #1, De-Expansion #1",1/1/2006,Electricity,Reciprocating Engine,,,4.3,8,2.4,Sonoma County Water Agency,"Aria Energy, LLC","Sonoma County, CA","Caterpillar, Inc.",No,0.0000,0.0000
1004123,1929,Sonoma County Central Disposal Site,CA,Petaluma,Sonoma,Public,"Sonoma County, CA","16,633,355",2022,Yes,2.455,0.947,166999-4,Operational,"Project #1, De-Expansion #2",1/1/2017,Electricity,Reciprocating Engine,,(2) lean-burn ICE / generator sets (Caterpillar G3516),2.53,,1.61,Sonoma County Water Agency,"Aria Energy, LLC","Sonoma County, CA","Caterpillar, Inc.",No,0.1280,0.0123
1003386,114,Sunnyvale LF,CA,Sunnyvale,Santa Clara,Public,"City of Sunnyvale, CA","2,300,000",,Yes,0.361,,170-0,Shutdown,Project #1,1/1/1998,Electricity,Reciprocating Engine,,LFG co-fired with WWTP digester gas; (2) 800-kW Caterpillar 3516 engine-generators combust 75% LFG/25% digester gas,1.1,1.6,0.656,City of Sunnyvale WWTP,"City of Sunnyvale, CA",,"Caterpillar, Inc.",Yes,0.0000,0.0000
1003386,114,Sunnyvale LF,CA,Sunnyvale,Santa Clara,Public,"City of Sunnyvale, CA","2,300,000",,Yes,0.361,,170-1,Operational,"Project #1, De-Expansion #1",1/1/2010,Electricity,Reciprocating Engine,,LFG co-fired with WWTP digester gas; (2) 800-kW Caterpillar 3516 engine-generators,0.44,1.6,0.33,City of Sunnyvale WWTP,"City of Sunnyvale, CA",,"Caterpillar, Inc.",Yes,0.0223,0.0021
1003679,286,Sunshine Canyon Landfill,CA,Sylmar,Los Angeles,Private,"Republic Services, Inc.","72,985,822",2022,Yes,24.951,13.477,166995-0,Operational,Project #2,9/1/2014,Electricity,Gas Turbine,,"(5) Solar Mercury 50 CTG turbines, each at 43.28 MMBtu/hr and driving a nominal 4.9 MW electric generator",18.83,23,11.474,Pacific Gas and Electric Company (PG&E),"Aria Energy, LLC; DTE Vantage","Archaea Energy, LLC; DTE Vantage",Solar Turbines Incorporated,No,0.9528,0.0915
1003680,287,Sycamore SLF,CA,Santee,San Diego,Private,"Republic Services, Inc.","34,499,568",2022,Yes,5.287,1.969,347-0,Shutdown,Project #1,12/31/1988,Electricity,Gas Turbine,,(2) 10.8 MMBtu/hr Saturn recuperated gas turbines driving 933 kW generators,1.48,1.866,,San Diego Gas & Electric Company,"Gas Recovery Systems, LLC",Fortistar Methane Group,Solar Turbines Incorporated,No,0.0000,0.0000
1003680,287,Sycamore SLF,CA,Santee,San Diego,Private,"Republic Services, Inc.","34,499,568",2022,Yes,5.287,1.969,347-1,Operational,"Project #1, Expansion #1",4/1/2004,Electricity,Gas Turbine,,(1) 45 MMBtu/hr Centaur gas turbine,1.78,3,1.818,San Diego Gas & Electric Company,"Gas Recovery Systems, LLC",Fortistar Methane Group,Solar Turbines Incorporated,No,0.0901,0.0087
1003680,287,Sycamore SLF,CA,Santee,San Diego,Private,"Republic Services, Inc.","34,499,568",2022,Yes,5.287,1.969,347-2,Operational,"Project #1, Replacement Units",5/16/2011,Electricity,Gas Turbine,,(2) Solar turbines rated at 1.2 MW each,1.43,2.4,1.455,San Diego Gas & Electric Company,Fortistar Methane Group,Fortistar Methane Group,Solar Turbines Incorporated,No,0.0724,0.0070
1002634,289,Tajiguas SLF,CA,Gaviota,Santa Barbara,Public,"Santa Barbara County, CA","11,784,454",2022,Yes,1.693,,201712-0,Operational,Project #2,7/16/2021,Electricity,Cogeneration,,"(2) Jenbacher JMG 420 B82 CHP engines at MRF & (2) Jenbacher JMS 416 B82 CHP engines at AD facility (fired on digester gas), treatment system = particulate & moisture filters, heat exchangers, chillers, siloxane removal system & gas compressor",,2.86,,ReSource Center,Mustang Renewable Power Ventures,,"GE Energy - Jenbacher Gas Engines; Willexa Energy, LLC",No,0.0000,0.0000
1006089,343,Toyon Canyon Landfill,CA,Los Angeles,Los Angeles,Public,"City of Los Angeles, Bureau of Sanitation, CA","16,574,265",1985,Yes,1.052,0.933,200901-0,Operational,Project #2,7/8/2022,Electricity,Reciprocating Engine,,Jenbacher JGS 320,0.13,1.062,0.058,Los Angeles Department of Water & Power (LADWP),"Green Gen LA, LLC","Green Gen LA, LLC",GE Energy - Jenbacher Gas Engines,No,0.0066,0.0006
,302,Union Mine Disposal Site,CA,El Dorado,El Dorado,Public,"El Dorado County, CA","1,000,000",,Yes,0.35,0.235,362-0,Operational,Project #1,1/1/2004,Electricity,Microturbine,,"(3) Ingersoll Rand microturbines rated at 70 kW each, electricity used to supplement the power used to run on-site wastewater treatment facility",0.21,0.21,0.115,"El Dorado County, CA","El Dorado County, CA",,,Yes,0.0106,0.0010
,303,University of California at Davis SLF,CA,Davis,Yolo,Private,University of California at Davis,"534,000",,Yes,,,363-0,Operational,Project #1,4/22/2014,Electricity,Cogeneration,,"Renewable Energy Anaerobic Digester (READ) project blends LFG with biogas from university's food/other waste AD to generate electricity from microturbines; AD will divert 20,000 tons/yr of waste; secondary product from AD is fertilizer and soil amendments",0.14,0.6,,University of California at Davis,CleanWorld; University of California at Davis,,,No,0.0071,0.0007
1007040,309,Vasco Road SLF,CA,Livermore,Alameda,Private,"Republic Services, Inc.","29,202,727",2022,Yes,2.322,0.31,369-0,Operational,Project #1,2/22/2014,Electricity,Reciprocating Engine,,(2) GE Jenbacher engines,3.87,,2.01,"Silicon Valley Power, City of Santa Clara, CA","Ameresco, Inc.",,GE Energy - Jenbacher Gas Engines,No,0.1958,0.0188
1005195,320,West Contra Costa SLF,CA,Richmond,Contra Costa,Private,"Republic Services, Inc.","14,950,000",2006,Yes,2.79,,380-0,Operational,Project #1,1/1/1985,Electricity,Reciprocating Engine,,(3) Waukesha engines,2,,,Alameda Municipal Power,West County Energy Recovery Corp.,"Republic Services, Inc.",General Electric - Distributed Power,No,0.1012,0.0097
1005195,320,West Contra Costa SLF,CA,Richmond,Contra Costa,Private,"Republic Services, Inc.","14,950,000",2006,Yes,2.79,,380-1,Operational,"Project #1, Expansion #1",1/1/2010,Electricity,Reciprocating Engine,,"Original (3) Waukesha engines (overhauled multiple times) still in place, original generators have been rebuilt or replaced which increased capacity from 675 kW each to 700-750 kW each",0.15,,,Alameda Municipal Power,West County Energy Recovery Corp.,"Republic Services, Inc.",General Electric - Distributed Power,No,0.0076,0.0007
1005061,214,West Miramar SLF,CA,San Diego,San Diego,Public,United States Navy,"47,380,561",2022,Yes,6.656,,166990-0,Operational,Project #2 (NCCF),3/1/1999,Electricity,Reciprocating Engine,,"(4) 950-kW Caterpillar 3516 engines; most electricity is used on site, balance sold to the grid",3.3,3.8,,City of San Diego North City Water Reclamation Plant,Minnesota Methane LLC,Fortistar Methane Group,"Caterpillar, Inc.",No,0.1670,0.0160
1005061,214,West Miramar SLF,CA,San Diego,San Diego,Public,United States Navy,"47,380,561",2022,Yes,6.656,,166990-1,Planned,"Project #2 (NCCF), Expansion #1",12/31/2020,Electricity,Reciprocating Engine,,,1.6,1.6,,,Fortistar Methane Group,,,No,0.0000,0.0000
1005061,214,West Miramar SLF,CA,San Diego,San Diego,Public,United States Navy,"47,380,561",2022,Yes,6.656,,271-0,Operational,Combination Project #1 (MBC Cogen),6/30/1997,Electricity,Cogeneration,,"plant with (8) 800-kW Caterpillar 3516 engines produces 6.4 MW of electricity, 10 mmBtu/hr of 180 F water, & 6 mmBtu/hr of chilled water (2.8 MW used onsite, balance sold to the grid)",6.4,6.4,4.41,City of San Diego Metro Biosolids Center; San Diego Gas & Electric Company,Minnesota Methane LLC,Fortistar Methane Group,"Caterpillar, Inc.",No,0.2915,0.0280
1005061,214,West Miramar SLF,CA,San Diego,San Diego,Public,United States Navy,"47,380,561",2022,Yes,6.656,,271-1,Operational,"Combination Project #1, Expansion #1 (MP2)",6/14/2012,Electricity,Reciprocating Engine,,"(2) Caterpillar G3520C engines provide 51% of MCAS' base energy load, new 6.5-mile power line delivers electricity to MCAS",3.2,3.2,1.73,Marine Corp Air Station Miramar (MCASM),Fortistar Methane Group,Fortistar Methane Group,"Caterpillar, Inc.",No,0.1457,0.0140
1006501,247,Western Regional SLF,CA,Lincoln,Placer,Public,"Western Placer Waste Management Authority, CA","9,015,211",2022,Yes,3.027,1.164,306-0,Operational,Project #1,7/1/2004,Electricity,Reciprocating Engine,,(3) Caterpillar engines,1.56,2.4,0.9,Marin Clean Energy (MCE),"APTIM; Energy 2001, Inc.","Energy 2001, Inc.","Caterpillar, Inc.",No,0.0789,0.0076
1006501,247,Western Regional SLF,CA,Lincoln,Placer,Public,"Western Placer Waste Management Authority, CA","9,015,211",2022,Yes,3.027,1.164,306-1,Operational,"Project #1, Expansion #1",11/1/2012,Electricity,Reciprocating Engine,,(3) additional Caterpillar engines,1.56,2.4,0.9,Marin Clean Energy (MCE),"Energy 2001, Inc.",,"Caterpillar, Inc.",No,0.0789,0.0076
1011371,327,Yolo County Central LF,CA,Woodland,Yolo,Public,"Yolo County, CA","9,130,278",2022,Yes,1.848,0.487,387-0,Operational,Project #1,3/1/1997,Electricity,Reciprocating Engine,,"(4) Caterpillar G399 at 600kW each, producing 1,500-2,000 kW with 250 kW parasitic drain",2.2,2.4,1.361,Sacramento Municipal Utility District (SMUD),NEO Corporation,"Yolo County, CA","Caterpillar, Inc.",No,0.1113,0.0107
1007709,1718,Denver Arapahoe Disposal Site (DADS),CO,Aurora,Arapahoe,Public,"City and County of Denver, CO","77,765,921",2022,Yes,3.724,2.18,6397-0,Operational,Project #1,9/1/2008,Electricity,Reciprocating Engine,,(4) Caterpillar 3516 engines,2.51,3.2,1.55,Xcel Energy - Denver District Cooling,"WM Renewable Energy, LLC",,"Caterpillar, Inc.",Yes,0.1270,0.0122
1007700,1739,Denver Regional Landfill (North),CO,Erie,Weld,Private,"Republic Services, Inc.","6,319,775",1992,Yes,0.234,0.037,6416-0,Operational,Combination Project,10/1/2011,Electricity,Reciprocating Engine,,(2) CAT G3520 engines; 1.75 miles of pipeline collect LFG from the (3) landfills; no siloxane removal,1.62,3.2,1.27,United Power Cooperative,"Aria Energy, LLC; Timberline Energy, LLC","Archaea Energy, LLC; Timberline Energy, LLC","Caterpillar, Inc.; Houston Service Industries",No,0.0273,0.0026
1005633,1737,Denver Regional Landfill (South),CO,Erie,Weld,Private,Waste Connections Inc. - Central Region,"15,157,900",2020,Yes,1.226,0.296,6416-0,Operational,Combination Project,10/1/2011,Electricity,Reciprocating Engine,,(2) CAT G3520 engines; 1.75 miles of pipeline collect LFG from the (3) landfills; no siloxane removal,1.62,3.2,1.27,United Power Cooperative,"Aria Energy, LLC; Timberline Energy, LLC","Archaea Energy, LLC; Timberline Energy, LLC","Caterpillar, Inc.; Houston Service Industries",No,0.0273,0.0026
1003911,2277,Front Range Landfill,CO,Erie,Weld,Private,Waste Connections Inc. - Central Region,"22,704,246",2022,Yes,2.047,1.861,6416-0,Operational,Combination Project,10/1/2011,Electricity,Reciprocating Engine,,(2) CAT G3520 engines; 1.75 miles of pipeline collect LFG from the (3) landfills; no siloxane removal,1.62,3.2,1.27,United Power Cooperative,"Aria Energy, LLC; Timberline Energy, LLC","Archaea Energy, LLC; Timberline Energy, LLC","Caterpillar, Inc.; Houston Service Industries",No,0.0273,0.0026
,363,East Windsor LF,CT,Broad Brook,Hartford,Private,Manchester Methane,"837,000",,Yes,0.361584,,427-0,Operational,Project #1,5/1/2007,Electricity,Reciprocating Engine,,2 Caterpillar engines,3.2,3.2,,Eversource,Manchester Methane,,"Caterpillar, Inc.",Yes,0.1619,0.0155
1008010,362,New Milford LF,CT,New Milford,Litchfield,Private,WM,"6,700,000",1995,Yes,0.829,0,180914-0,Operational,Project #2,5/15/2008,Electricity,Reciprocating Engine,,Originally (3) Caterpillar 3516s; removed (1) of the engines in 2011,0.69,1.6,0.39,Eversource,"WM Renewable Energy, LLC",,"Caterpillar, Inc.",Yes,0.0349,0.0034
1002010,1829,Cherry Island Landfill,DE,Wilmington,New Castle,Public,Delaware Solid Waste Authority,"17,617,050",2022,Yes,4.081,2.523,181101-0,Operational,Project #2,8/1/2013,Electricity,Cogeneration,,"LFG piped 4 miles to chemical manufacturer for use in (2) 1,100 kWe C1100N6C CHP engines; recovered heat used in boiler system",1.23,2.2,0.214,Croda Atlas Point,Cummins Power Generation,Cummins Power Generation,Cummins Power Generation,No,0.0622,0.0060
1002010,1829,Cherry Island Landfill,DE,Wilmington,New Castle,Public,Delaware Solid Waste Authority,"17,617,050",2022,Yes,4.081,2.523,181101-1,Operational,"Project #2, Expansion #1",6/30/2021,Electricity,Cogeneration,,"LFG will arrive thru existing LFG pipeline; 2-MW low-emission, lean-burn Cummins C2000 N6 recip engine generator and waste heat recovery system, exhaust heat will be used to produce steam replacing NG that was being used to pre-heat boiler feed water",1.12,2,0.194,Croda Atlas Point,,,Cummins Power Generation,Unknown,0.0567,0.0054
1002010,1829,Cherry Island Landfill,DE,Wilmington,New Castle,Public,Delaware Solid Waste Authority,"17,617,050",2022,Yes,4.081,2.523,200448-0,Operational,Project #3,7/31/2016,Electricity,Cogeneration,,Piping LFG to WWTP for sludge drying and CHP units (2 Cummins engines); plan to co-fire with WWTP biogas,2.5,4,1.15,City of Wilmington WWTP,Cummins Power Generation,Cummins Power Generation,Cummins Power Generation,No,0.1265,0.0121
1002183,1832,Jones Crossroads Landfill,DE,Georgetown,Sussex,Public,Delaware Solid Waste Authority,"7,769,686",2022,Yes,2.858,1.158,166404-0,Operational,Project #1,10/24/2006,Electricity,Reciprocating Engine,,4 GE Jenbacher 320 engines,2.55,4.24,1.36,Constellation,"Ameresco, Inc.",,GE Energy - Jenbacher Gas Engines; Northeast Energy Systems,No,0.1290,0.0124
1002183,1832,Jones Crossroads Landfill,DE,Georgetown,Sussex,Public,Delaware Solid Waste Authority,"7,769,686",2022,Yes,2.858,1.158,166404-1,Operational,"Project #1, Expansion #1",2/1/2010,Electricity,Reciprocating Engine,,GE Jenbacher 320 engine,0.64,1.06,0.34,Constellation,"Ameresco, Inc.",,GE Energy - Jenbacher Gas Engines,No,0.0324,0.0031
1002182,1831,Sandtown Landfill,DE,Felton,Kent,Public,Delaware Solid Waste Authority,"6,966,565",2022,Yes,3.066,1.172,166403-0,Operational,Project #1,1/1/2007,Electricity,Reciprocating Engine,,3 GE Jenbacher 320 engines,2.19,3.18,1.163,Constellation,"Ameresco, Inc.",,GE Energy - Jenbacher Gas Engines; Northeast Energy Systems,No,0.1108,0.0106
1002182,1831,Sandtown Landfill,DE,Felton,Kent,Public,Delaware Solid Waste Authority,"6,966,565",2022,Yes,3.066,1.172,166403-1,Operational,"Project #1, Expansion #1",3/13/2014,Electricity,Reciprocating Engine,,(2) GE-Jenbacher 320 engines,1.38,2,0.731,Delaware Electric Cooperative,"Ameresco, Inc.",,GE Energy - Jenbacher Gas Engines,No,0.0698,0.0067
1006881,415,Baseline Landfill,FL,Ocala,Marion,Public,"Marion County, FL","5,407,391",2021,Yes,0.766,0.001,480-0,Operational,Project #1,1/26/2009,Electricity,Reciprocating Engine,,Originally (2) Caterpillar 3520s in 2009; (1) Caterpillar 3516 added in 2010; (1) original 3520 retired in 2021,1.47,2.4,0.765,Gainesville Regional Utilities (GRU),"G2 Energy, LLC","G2 Energy, LLC","Caterpillar, Inc.",No,0.0744,0.0071
1005023,380,Brevard County Central Disposal Facility,FL,Cocoa,Brevard,Public,"Brevard County, FL","24,302,604",2022,Yes,1.353,0,444-0,Shutdown,Project #1,5/1/2008,Electricity,Reciprocating Engine,,"(4) Caterpillar model G3520C 2,233 brake-horsepower engines",5.76,6.4,3.168,"Seminole Electric Cooperative, Inc.","Aria Energy, LLC",Energy Power Partners,"Caterpillar, Inc.",No,0.0000,0.0000
1005023,380,Brevard County Central Disposal Facility,FL,Cocoa,Brevard,Public,"Brevard County, FL","24,302,604",2022,Yes,1.353,0,444-1,Shutdown,"Project #1, Expansion #1",12/29/2009,Electricity,Reciprocating Engine,,"(2) Caterpillar model G3520C 2,233 brake-horsepower engines",2.88,3.2,1.584,"Seminole Electric Cooperative, Inc.","Aria Energy, LLC",Energy Power Partners,"Caterpillar, Inc.",No,0.0000,0.0000
1005023,380,Brevard County Central Disposal Facility,FL,Cocoa,Brevard,Public,"Brevard County, FL","24,302,604",2022,Yes,1.353,0,444-2,Operational,"Project #1, De-Expansion #1 & #2",7/12/2019,Electricity,Reciprocating Engine,,"(4) Caterpillar model G3520C 2,233 brake-horsepower engines",3.38,6.4,1.353,"Seminole Electric Cooperative, Inc.","Aria Energy, LLC",Energy Power Partners,"Caterpillar, Inc.",No,0.1710,0.0164
1002899,2304,Central County Solid Waste Disposal Complex,FL,Nokomis,Sarasota,Public,"Sarasota County, FL","7,021,083",2022,Yes,1.971,0.007,180397-0,Operational,Project #1,2/12/2015,Electricity,Reciprocating Engine,,"(3) lean-burn CAT G3520C engine/generator sets at first, (1) additional engine as LFG increases",2.84,4.8,1.473,JEA,"Aria Energy, LLC; Innovative Energy Systems, LLC","Archaea Energy, LLC","Caterpillar, Inc.",No,0.1437,0.0138
1002899,2304,Central County Solid Waste Disposal Complex,FL,Nokomis,Sarasota,Public,"Sarasota County, FL","7,021,083",2022,Yes,1.971,0.007,180397-1,Operational,"Project #1, Expansion #1",1/1/2020,Electricity,Reciprocating Engine,,(1) lean-burn CAT G3520C engine/generator set added,0.95,1.6,0.491,"City of Jacksonville, FL; JEA","Aria Energy, LLC","Archaea Energy, LLC","Caterpillar, Inc.",No,0.0481,0.0046
